scenario,case_id,build,locale,frame_id,ts_ms,pkg,path,total_ms,harvest_ms,root_ms,walk_ms,hash_ms,ocr_ms,nmt_ms,overlay_ms,n_regions,n_cards,ocr_raw,ocr_kept,ocr_w,ocr_h,ocr_scale,connect_to_cards_ms
cached,settings_ru,803eb99,ru-RU,49,1790121709364,com.android.settings,a11y_hit,12,11,5,6,0,0,0,1,16,15,0,0,0,0,1.0,
cached,settings_ru,803eb99,ru-RU,50,1790121710575,com.android.settings,a11y_hit,5,5,3,2,0,0,0,0,16,15,0,0,0,0,1.0,
cached,settings_ru,803eb99,ru-RU,51,1790121711756,com.android.settings,a11y_hit,5,4,3,1,0,0,0,1,16,15,0,0,0,0,1.0,
cached,settings_ru,803eb99,ru-RU,53,1790121712944,com.android.settings,a11y_hit,5,3,1,2,0,0,0,2,16,15,0,0,0,0,1.0,
cached,settings_ru,803eb99,ru-RU,54,1790121714121,com.android.settings,a11y_hit,4,3,2,1,0,0,0,1,16,15,0,0,0,0,1.0,
cached,settings_ru,803eb99,ru-RU,55,1790121715310,com.android.settings,a11y_hit,6,4,2,2,0,0,0,2,16,15,0,0,0,0,1.0,
cold,settings_ru,803eb99,ru-RU,1,1790121719575,com.android.settings,a11y_full,1601,274,26,248,0,0,901,25,16,15,0,0,0,0,1.0,1696
cold,settings_ru,803eb99,ru-RU,1,1790121726445,com.android.settings,a11y_full,1513,309,26,283,0,0,843,21,16,15,0,0,0,0,1.0,1568
cold,settings_ru,803eb99,ru-RU,1,1790121733028,com.android.settings,a11y_full,1439,272,16,256,0,0,788,16,16,15,0,0,0,0,1.0,1520
cold,settings_ru,803eb99,ru-RU,1,1790121739620,com.android.settings,a11y_full,1431,281,20,261,0,0,746,17,16,15,0,0,0,0,1.0,1499
cold,settings_ru,803eb99,ru-RU,1,1790121746114,com.android.settings,a11y_full,1442,203,3,200,0,0,748,33,16,15,0,0,0,0,1.0,1522
